artist,artist_id,name,song_id,emo,duration,popularity,url
Unlike Pluto,4zjO8Jhi2pciJJzd8Q6rga,Villain Of My Own Story,1KZZezZg99LVBcfgjTfhFg,fear,00:03:15,47,https://open.spotify.com/track/1KZZezZg99LVBcfgjTfhFg
XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,fear,00:01:59,85,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
AJR,6s22t5Y3prQHyaHWUN1R1C,Bang!,53BHUFdQphHiZUUG3nx9zn,fear,00:02:50,32,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
blackbear,2cFrymmkijnjDg9SS92EPM,anxiety (with FRND),7AhlMDKQelsNkWvFeZvmtC,fear,00:03:11,61,https://open.spotify.com/track/7AhlMDKQelsNkWvFeZvmtC
Jacob Tillberg,6aJRwrwfOffz7RMh2Cfm8e,Ghosts,1Rpj9CZE7cGSXUCfiBf0eA,fear,00:03:35,59,https://open.spotify.com/track/1Rpj9CZE7cGSXUCfiBf0eA
The Strumbellas,6ujr1NkqbZpYOhquczUUfl,Spirits,7GJ572zvnU94VZVrj5XRtb,fear,00:03:23,72,https://open.spotify.com/track/7GJ572zvnU94VZVrj5XRtb
Besomorph,619CzMJPPWrCeZwx5qw6ko,Monster,2HCYh0kf5Xqqijv6h4bh3H,fear,00:02:12,48,https://open.spotify.com/track/2HCYh0kf5Xqqijv6h4bh3H
Matt Maltese,12j6dJrPXanCBwY599pZxf,As the World Caves In,4JE6agBLHGA5TaF6FlqfBD,fear,00:03:38,74,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD
MISSIO,2HOMW1liAxI3URnEq95SMS,Sing To Me,44oCGRuPFy7Uz6w4KliMBS,fear,00:03:09,61,https://open.spotify.com/track/44oCGRuPFy7Uz6w4KliMBS
Layto,0MqXw0plXKIaJtM342hIag,Ghost Town,1b7DozY0xHWXU1T84Lck1z,fear,00:03:13,61,https://open.spotify.com/track/1b7DozY0xHWXU1T84Lck1z
Rixton,0kkxsdcaWmWU2yWAqclDh4,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,fear,00:03:13,78,https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,fear,00:03:59,78,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
Stegosaurus Rex,2D5kO95AWEXMHRvqvCKb7K,Nowhere To Run,2PJhATOD9dWsevezmfjoMA,fear,00:05:00,69,https://open.spotify.com/track/2PJhATOD9dWsevezmfjoMA
Bohnes,4aN7T7NNFFMRJgVbRPne8q,Middle Finger,0IK8y0vAO0sM630HsxwLht,fear,00:03:49,70,https://open.spotify.com/track/0IK8y0vAO0sM630HsxwLht
Roar,7dIpKWlEeAljA20vFJ82RD,I Can't Handle Change,0I1eFRytp4XRhLCjT6tZm7,fear,00:03:18,81,https://open.spotify.com/track/0I1eFRytp4XRhLCjT6tZm7
Caleb Hyles,6jDwZUFYUH1dC4xWzOd8QU,Other Friends,26rvZvXZsbizgU7hsO9zN8,fear,00:02:50,55,https://open.spotify.com/track/26rvZvXZsbizgU7hsO9zN8
cabbagepatchcid,33S5KGacLlj0ojCXiVlxAU,buts,4dsT6ZxLmsYPiqYeSiujep,fear,00:01:21,0,https://open.spotify.com/track/4dsT6ZxLmsYPiqYeSiujep
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,parents,5v4OkFH0TJ6W1hCFxyn0px,fear,00:02:51,71,https://open.spotify.com/track/5v4OkFH0TJ6W1hCFxyn0px
Maretu,7p1fL0cAuCPDMG6oBswFhM,Mind brand,2KvhjbZPPtNXTB6wib1rXB,fear,00:04:19,62,https://open.spotify.com/track/2KvhjbZPPtNXTB6wib1rXB
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,fear,00:03:42,84,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,Feeling Good,3I09LQbHS3NSU46Ly3tPpR,fear,00:03:57,68,https://open.spotify.com/track/3I09LQbHS3NSU46Ly3tPpR
Get Scared,5r9uIJCoquVtEkCkvcn8Ez,Don't You Dare Forget the Sun,4JIYKZzKnlPhL28h0uixzZ,fear,00:03:13,65,https://open.spotify.com/track/4JIYKZzKnlPhL28h0uixzZ
Wrabel,7r2uG6BlFXKcwmh9ItqlII,The Village,6epvwUINain4iSHCTWA0sj,fear,00:03:50,65,https://open.spotify.com/track/6epvwUINain4iSHCTWA0sj
Big Data,4S1nvNHWiZLP4rzwmULmUa,Dangerous (feat. Joywave) - Oliver Remix,3PVukkbEGmJGoyJG2lfBPP,fear,00:04:37,60,https://open.spotify.com/track/3PVukkbEGmJGoyJG2lfBPP
Unlike Pluto,4zjO8Jhi2pciJJzd8Q6rga,Worst in Me,5fxTqRkibJsbCD1FSz8U8X,fear,00:03:17,56,https://open.spotify.com/track/5fxTqRkibJsbCD1FSz8U8X
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,<demons>,3dBKhZCi905UfyeodO8Epl,fear,00:01:57,40,https://open.spotify.com/track/3dBKhZCi905UfyeodO8Epl
Varien,2g1JSu9UfRcQQYb3b03Km7,Can You Feel My Heart,4cuBQhxCjoXW9EX2UqeQwo,fear,00:03:52,65,https://open.spotify.com/track/4cuBQhxCjoXW9EX2UqeQwo
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Prom Queen,2WEAKylXBPr9PJNANBSTDG,fear,00:03:46,65,https://open.spotify.com/track/2WEAKylXBPr9PJNANBSTDG
MISSIO,2HOMW1liAxI3URnEq95SMS,Twisted,4TQcARE7Fd58akNhr3N7AE,fear,00:03:42,67,https://open.spotify.com/track/4TQcARE7Fd58akNhr3N7AE
grandson,4ZgQDCtRqZlhLswVS6MHN4,Blood // Water,7clyJIrLkEbXUDwj1tC9zz,fear,00:03:34,71,https://open.spotify.com/track/7clyJIrLkEbXUDwj1tC9zz
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,O.D.D.,1HuIahUPUXCx7Kz4rgMXFU,fear,00:03:42,61,https://open.spotify.com/track/1HuIahUPUXCx7Kz4rgMXFU
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,No Mercy (feat. BlackGryph0n & LittleJayneyCakes),468BsK9sjyvH3vQFfRbBwD,fear,00:02:34,61,https://open.spotify.com/track/468BsK9sjyvH3vQFfRbBwD
Sam Tinnesz,70TsVY28EcEUYSGG5Yw7mp,Play with Fire (feat. Yacht Money),7vguMCv8uVuZLiQJ156u3Z,fear,00:03:00,75,https://open.spotify.com/track/7vguMCv8uVuZLiQJ156u3Z
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,Cake,5H3TCfiw0CQTX1XU7A9TXM,fear,00:03:19,78,https://open.spotify.com/track/5H3TCfiw0CQTX1XU7A9TXM
MISSIO,2HOMW1liAxI3URnEq95SMS,Everybody Gets High,3nH3Gtm9GQVfiaYDr4AXji,fear,00:03:32,62,https://open.spotify.com/track/3nH3Gtm9GQVfiaYDr4AXji
Lewis Blissett,5SrdmCdwa3qLV6EObwuEW7,Killing Butterflies,3R8PKPTPgHApBhCt3NUJ0q,fear,00:02:50,61,https://open.spotify.com/track/3R8PKPTPgHApBhCt3NUJ0q
Gabbie Hanna,4WmAQDrrYtyygkRlm6VTtB,Dandelion,17s5CealxqsQrPcRXHZcm2,fear,00:02:41,54,https://open.spotify.com/track/17s5CealxqsQrPcRXHZcm2
Lauren Babic,6nT7RjBCuuggrafnb43vUX,Lovely,0ze7uSchHez7Aq8RGZcyDz,fear,00:03:01,0,https://open.spotify.com/track/0ze7uSchHez7Aq8RGZcyDz
Halestorm,6om12Ev5ppgoMy3OYSoech,Bad Romance,0n3sHHfdOq6Awix3JPe3xl,fear,00:04:08,64,https://open.spotify.com/track/0n3sHHfdOq6Awix3JPe3xl
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,Mad Hatter,5gWtkdgdyt5bZt9i6n3Kqd,fear,00:03:21,72,https://open.spotify.com/track/5gWtkdgdyt5bZt9i6n3Kqd
Lincoln,6RcxmUOBnyAQr2rRsNfQI5,Saint Bernard,3JPnVN4wYlmQnuD7OgDx88,fear,00:01:43,63,https://open.spotify.com/track/3JPnVN4wYlmQnuD7OgDx88
Lund,5uLkZ7FWMTBUg1corQqdkR,Broken,4W8sUeokQKfHt1uTXp0Jq0,fear,00:03:20,72,https://open.spotify.com/track/4W8sUeokQKfHt1uTXp0Jq0
Rory Webley,2vlC4o7h61xlMUop6QCuvK,Joker,7yxRcqOT4KYsjFebZtgJyi,fear,00:02:21,59,https://open.spotify.com/track/7yxRcqOT4KYsjFebZtgJyi
Stephen,64N1HzkQEXvjlJBQinWeu2,Crossfire,5lJH3o6AFW9Aig1CdRdAF1,fear,00:04:30,58,https://open.spotify.com/track/5lJH3o6AFW9Aig1CdRdAF1
Halsey,26VFTg2z8YR0cCuwLzESi2,Control,3SKzTIl9mW0DadTys9SFo3,fear,00:03:34,71,https://open.spotify.com/track/3SKzTIl9mW0DadTys9SFo3
AViVA,50tDsT4wwq8FCMJNkn1D67,PSYCHO,4H0LPPwhIgrVO37eYOo8Ip,fear,00:03:34,57,https://open.spotify.com/track/4H0LPPwhIgrVO37eYOo8Ip
Call Me Karizma,5fENlrINIVP0gJOtKxvORt,Rebels,7fBKbK8897K5V5zgr7ymIz,fear,00:02:15,65,https://open.spotify.com/track/7fBKbK8897K5V5zgr7ymIz
The Cab,2C2sVVXanbOpymYBMpsi89,Angel With A Shotgun,49rpdsNYJirTTf6p6mMvag,fear,00:03:41,64,https://open.spotify.com/track/49rpdsNYJirTTf6p6mMvag
The Tech Thieves,06bun5reMRmLxFCbcB6UHW,Fake,5d7P5eapBbN3gfce5ARfuh,fear,00:02:21,68,https://open.spotify.com/track/5d7P5eapBbN3gfce5ARfuh
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,My Ordinary Life,6tMdpUXfT70TD6Eh3XfB1p,fear,00:03:50,80,https://open.spotify.com/track/6tMdpUXfT70TD6Eh3XfB1p
Unlike Pluto,4zjO8Jhi2pciJJzd8Q6rga,Everything Black,3UEnF6y5tyHVtMzldS3svp,fear,00:03:48,73,https://open.spotify.com/track/3UEnF6y5tyHVtMzldS3svp
Air Traffic Controller,2Oboq4Pq88TcC9eUn2HSW9,This Is Love,2cls4groLeYT1zmlXN1pO2,fear,00:02:43,60,https://open.spotify.com/track/2cls4groLeYT1zmlXN1pO2
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2,Infinity,1SOClUWhOi8vHZYMz3GluK,fear,00:03:57,89,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Bohnes,4aN7T7NNFFMRJgVbRPne8q,Raging on a Sunday,5rvyUmsWA1LQGHI11FaVai,fear,00:03:28,64,https://open.spotify.com/track/5rvyUmsWA1LQGHI11FaVai
I DONT KNOW HOW BUT THEY FOUND ME,0Raaw7kr1Vzat4ZvHzjsJR,Choke,37mfTcSlX60JtAvAETytGs,fear,00:03:15,72,https://open.spotify.com/track/37mfTcSlX60JtAvAETytGs
Zella Day,100sLnojEpcadRx4edEBA6,East of Eden,2Wc2tcQl7cPetPKeXH3GD3,fear,00:03:06,68,https://open.spotify.com/track/2Wc2tcQl7cPetPKeXH3GD3
Sub Urban,7gXb99Sf9nNmpNYeAgIQFG,Cradles,1y4jsQt7MjnZhiD1L6qFBC,fear,00:03:29,60,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,Dance in the Dark,3i5jKbMOcBqgnKlx5UyH9d,fear,00:02:58,56,https://open.spotify.com/track/3i5jKbMOcBqgnKlx5UyH9d
XYL?,6ioOEWNNGK40H8xrGj6XPW,yes & no,6UVZo6UKUZC1J2KPP3IIwQ,fear,00:02:58,61,https://open.spotify.com/track/6UVZo6UKUZC1J2KPP3IIwQ
blackbear,2cFrymmkijnjDg9SS92EPM,idfc - Tarro Remix,1wsZ0cp5He4Wm4yohNjwIs,fear,00:04:08,65,https://open.spotify.com/track/1wsZ0cp5He4Wm4yohNjwIs
Royal & the Serpent,64EHXDoln95lnccszdPum0,Weddings & Funerals,5XGjHvW9kqp8QqFpMHmESt,fear,00:02:56,52,https://open.spotify.com/track/5XGjHvW9kqp8QqFpMHmESt
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,fear,00:03:16,81,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
Zach Callison,57YFNq46Xx86nl7ETkd1Ei,interlude IV (Showtime),1kF9FK8ZuhbTlC7HZtekzD,fear,00:01:43,58,https://open.spotify.com/track/1kF9FK8ZuhbTlC7HZtekzD
Or3o,3Tqz477C42DxC4UT7rk3yx,All Eyes on Me,0gg5h5BgdjVlXTti79TUao,fear,00:04:02,62,https://open.spotify.com/track/0gg5h5BgdjVlXTti79TUao
MGMT,0SwO7SWeDHJijQ3XNS7xEE,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,fear,00:04:59,82,https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,iRobot,453QwgDIG95NmmLqSxnPsR,fear,00:03:28,50,https://open.spotify.com/track/453QwgDIG95NmmLqSxnPsR
june,4HPbe1kKBultculBbxH66X,A Little Messed Up,5iDaEbPX8Lq2evx3ZpAgQU,fear,00:02:48,58,https://open.spotify.com/track/5iDaEbPX8Lq2evx3ZpAgQU
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Burned,4mz7WAJCJz7QbXsFA2WoXK,fear,00:03:11,62,https://open.spotify.com/track/4mz7WAJCJz7QbXsFA2WoXK
Porter Robinson,3dz0NnIZhtKKeXZxLOxCam,Goodbye To A World,786ymAh5BmHoIpvjyrvjXk,fear,00:05:28,64,https://open.spotify.com/track/786ymAh5BmHoIpvjyrvjXk
Moncrieff,7axEazQlDDxu7KBQyFTfoC,Serial Killer,2pTnasibfxSW1dXhljWByn,fear,00:03:31,57,https://open.spotify.com/track/2pTnasibfxSW1dXhljWByn
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,House of Memories,2DgdHcjWmO3qd50RzuBLgZ,fear,00:03:28,88,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
Layto,0MqXw0plXKIaJtM342hIag,Little Poor Me,6TqoydI7ZJdRkwBgPYy7eb,fear,00:03:18,59,https://open.spotify.com/track/6TqoydI7ZJdRkwBgPYy7eb
The Ready Set,2eRJjYEaWyGZbOBGYFLBoC,Killer,2LYAG9jlH9rul11nalRxR0,fear,00:03:03,59,https://open.spotify.com/track/2LYAG9jlH9rul11nalRxR0
Au/Ra,1eMmoIprPDWeFdB1FxU6ZV,Panic Room,7uUahoeqGNRMbpdeiLj1rS,fear,00:03:57,74,https://open.spotify.com/track/7uUahoeqGNRMbpdeiLj1rS
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,If I Killed Someone For You,0WHi11uzahqpEtPGYCW6oQ,fear,00:03:05,72,https://open.spotify.com/track/0WHi11uzahqpEtPGYCW6oQ
Nico Collins,1iGwHlKgQKtdrtzmlwZ71U,Our Way Out,01WJWHv12F3nWeXGYsmOOs,fear,00:04:03,56,https://open.spotify.com/track/01WJWHv12F3nWeXGYsmOOs
Maria Mena,3rTRHzFfbTk5GL3LpYZGHR,It Took Me By Surprise,0Z3AGsU11hASarHrOPLUn9,fear,00:02:59,58,https://open.spotify.com/track/0Z3AGsU11hASarHrOPLUn9
grandson,4ZgQDCtRqZlhLswVS6MHN4,Blood // Water - Acoustic,3uC8zcoHtdlCCBZAqD62UH,fear,00:03:50,48,https://open.spotify.com/track/3uC8zcoHtdlCCBZAqD62UH
Kailee Morgue,245PKF3hKjtxJKIG153kF0,Siren,4xb8JHIN56xixSl6vkSPjm,fear,00:03:20,64,https://open.spotify.com/track/4xb8JHIN56xixSl6vkSPjm
Benny,0nl9MMpxs0QjMuls72wc8K,Little Game,0ODyahnUlK9G5bT4dA5NCI,fear,00:03:58,55,https://open.spotify.com/track/0ODyahnUlK9G5bT4dA5NCI
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2,Feel Something,0vMI3AJPQMjytAu8XMWr65,fear,00:03:37,67,https://open.spotify.com/track/0vMI3AJPQMjytAu8XMWr65
Weathers,4OTFxPi5CtWyj1NThDe6z5,Happy Pills,3zjjzKg16tczCMwckGKGuH,fear,00:03:23,72,https://open.spotify.com/track/3zjjzKg16tczCMwckGKGuH
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,Mr Loverman,2IVsRhKrx8hlQBOWy4qebo,fear,00:03:36,80,https://open.spotify.com/track/2IVsRhKrx8hlQBOWy4qebo
Lovejoy,33tFkBLsl6f8TjKkV0uF0C,One Day,0IUprcNjE2hDtlvY8rq2W9,fear,00:02:24,71,https://open.spotify.com/track/0IUprcNjE2hDtlvY8rq2W9
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,Talk to You,5YIAMIFBXGXsyJwJmqUMZo,fear,00:03:34,63,https://open.spotify.com/track/5YIAMIFBXGXsyJwJmqUMZo
